"value_eur";"club_name";"league_id";"league_name";"club_position";"overall";"potential";"age";"wage_eur";"release_clause_eur";"nation_team_id";"moneda"
1800000;"Eibar";2222;"Primera Division Women";"RM";68;73;24;500;4100000;;"€"
1700000;"SL Benfica";10003;"1st Division Women";"RES";68;73;24;500;3900000;;"€"
1500000;"Freiburg";2215;"Bundesliga Women";"SUB";68;72;18;500;3300000;;"€"
1500000;"SGS Essen";2215;"Bundesliga Women";"RES";68;72;18;500;3400000;;"€"
1700000;"Kansas City";2221;"NWSL";"RES";68;72;23;500;3700000;;"€"
1600000;"Kansas City";2221;"NWSL";"LCB";68;72;23;500;3500000;;"€"
1300000;"Eibar";2222;"Primera Division Women";"SUB";68;72;26;500;3e+06;;"€"
1600000;"Eibar";2222;"Primera Division Women";"SUB";68;71;25;500;3600000;;"€"
1600000;"Nürnberg";2215;"Bundesliga Women";"SUB";68;71;26;500;3600000;;"€"
1600000;"Granada";2222;"Primera Division Women";"SUB";68;71;25;500;3600000;;"€"
1200000;"Athletic Bilbao";2222;"Primera Division Women";"SUB";68;70;28;500;2600000;;"€"
1300000;"Real Sociedad";2222;"Primera Division Women";"SUB";68;70;27;500;2800000;;"€"
1400000;"Dijon";2218;"Feminine Division 1";"SUB";68;69;27;500;3200000;;"€"
1100000;"Granada";2222;"Primera Division Women";"RCB";68;69;28;500;2500000;;"€"
1200000;"Hoffenheim";2215;"Bundesliga Women";"SUB";68;69;26;500;2600000;;"€"
825000;"Villarreal";2222;"Primera Division Women";"LB";68;68;32;500;1800000;;"€"
1e+06;"Leicester City";2216;"Women's Super League";"RDM";68;68;30;500;2200000;;"£"
775000;"Real Betis";2222;"Primera Division Women";"LCB";68;68;32;500;1700000;;"€"
1200000;"Lille";2218;"Feminine Division 1";"SUB";68;68;30;500;2600000;;"€"
1e+06;"Aston Villa";2216;"Women's Super League";"SUB";68;68;23;500;2100000;;"£"
650000;"Atletico Madrid";2222;"Primera Division Women";"SUB";68;68;31;500;1400000;;"€"
1e+06;"Eibar";2222;"Primera Division Women";"SUB";68;68;30;500;2200000;;"€"
950000;"Rosengard";814;"Damallsvenskan Women";"RDM";68;68;32;500;2100000;;"€"
1e+06;"Slavia Prague";609;"Czech First Division Women";"SUB";68;68;29;500;2200000;;"€"
1e+06;"Levante Las Planas";2222;"Primera Division Women";"CAM";68;68;31;500;2200000;;"€"
1200000;"MSV Duisburg";2215;"Bundesliga Women";"SUB";68;68;28;500;2600000;;"€"
2300000;"MSV Duisburg";2215;"Bundesliga Women";"SUB";67;85;19;500;6500000;;"€"
2200000;"Villarreal";2222;"Primera Division Women";"LCB";67;82;18;500;6200000;;"€"
2300000;"Madrid CFF";2222;"Primera Division Women";"SUB";67;82;17;500;6300000;;"€"
2300000;"Huelva";2222;"Primera Division Women";"SUB";67;82;17;500;6500000;;"€"
2300000;"Real Sociedad";2222;"Primera Division Women";"SUB";67;82;19;500;6300000;;"€"
2400000;"Stade de Reims";2218;"Feminine Division 1";"SUB";67;81;18;500;6800000;;"€"
2500000;"Sevilla";2222;"Primera Division Women";"SUB";67;80;21;500;9600000;113012;"€"
2300000;"Werder Bremen";2215;"Bundesliga Women";"SUB";67;79;17;500;5500000;;"€"
2200000;"Fleury 91";2218;"Feminine Division 1";"SUB";67;78;20;500;5100000;;"€"
2100000;"Liverpool";2216;"Women's Super League";"SUB";67;78;21;500;5e+06;113984;"£"
2200000;"SGS Essen";2215;"Bundesliga Women";"SUB";67;78;19;500;5300000;;"€"
1800000;"Köln";2215;"Bundesliga Women";"SUB";67;78;17;500;4300000;;"€"
2200000;"RB Leipzig";2215;"Bundesliga Women";"SUB";67;78;19;500;5300000;;"€"
2e+06;"Eintracht Frankfurt";2215;"Bundesliga Women";"RES";67;78;18;500;4600000;;"€"
2100000;"Bayer Leverkusen";2215;"Bundesliga Women";"RES";67;78;19;500;4800000;;"€"
2100000;"Eintracht Frankfurt";2215;"Bundesliga Women";"SUB";67;77;19;500;4800000;;"€"
2200000;"Eintracht Frankfurt";2215;"Bundesliga Women";"SUB";67;77;19;500;5100000;;"€"
2200000;"RB Leipzig";2215;"Bundesliga Women";"SUB";67;77;19;500;7550000;;"€"
2100000;"Glasgow City";607;"Scottish Premier League Women";"SUB";67;77;23;500;5e+06;;"€"
2200000;"SGS Essen";2215;"Bundesliga Women";"RES";67;77;19;500;5300000;;"€"
2200000;"Ajax";610;"Eredivisie Women";"SUB";67;77;18;500;5300000;;"€"
2200000;"Nürnberg";2215;"Bundesliga Women";"RES";67;76;19;500;5300000;;"€"
2300000;"Real Betis";2222;"Primera Division Women";"SUB";67;75;23;500;5500000;;"€"
2100000;"San Diego Wave";2221;"NWSL";"SUB";67;75;23;500;4800000;;"€"
2100000;"Chicago Red Stars";2221;"NWSL";"RES";67;75;23;500;4800000;;"€"
2300000;"Ajax";610;"Eredivisie Women";"SUB";67;75;21;500;5500000;;"€"
2200000;"Orlando Pride";2221;"NWSL";"RES";67;75;18;500;5100000;;"€"
2300000;"Saint-Étienne";2218;"Feminine Division 1";"SUB";67;75;20;500;5500000;;"€"
2300000;"Guingamp";2218;"Feminine Division 1";"SUB";67;75;21;500;5500000;;"€"
2100000;"Le Havre";2218;"Feminine Division 1";"SUB";67;74;24;500;5e+06;;"€"
2100000;"Orlando Pride";2221;"NWSL";"SUB";67;74;23;500;4800000;;"€"
2e+06;"Bayer Leverkusen";2215;"Bundesliga Women";"CAM";67;74;24;500;4600000;;"€"
2e+06;"Zurich";611;"Nationalliga A Women";"SUB";67;74;19;500;4800000;;"€"
1900000;"Zurich";611;"Nationalliga A Women";"RES";67;74;18;500;4600000;;"€"
1300000;"Rosengard";814;"Damallsvenskan Women";"RES";67;73;21;500;3100000;;"€"
1200000;"SL Benfica";10003;"1st Division Women";"SUB";67;72;25;500;2700000;;"€"
1400000;"Orlando Pride";2221;"NWSL";"RES";67;72;22;500;3e+06;;"€"
1300000;"Angel City";2221;"NWSL";"RES";67;72;22;500;2800000;;"€"
1300000;"OL Reign";2221;"NWSL";"RES";67;71;23;500;2800000;;"€"
1300000;"Houston Dash";2221;"NWSL";"RES";67;71;23;500;2800000;;"€"
1400000;"Madrid CFF";2222;"Primera Division Women";"SUB";67;71;20;500;20150000;;"€"
1500000;"Saint-Étienne";2218;"Feminine Division 1";"SUB";67;71;24;500;3400000;;"€"
1200000;"Ajax";610;"Eredivisie Women";"RES";67;71;22;500;2700000;;"€"
1300000;"Eibar";2222;"Primera Division Women";"RCM";67;70;25;500;3e+06;;"€"
1100000;"Lille";2218;"Feminine Division 1";"SUB";67;69;27;500;2500000;;"€"
1100000;"Glasgow City";607;"Scottish Premier League Women";"RB";67;68;27;500;2500000;;"€"
1200000;"Lille";2218;"Feminine Division 1";"SUB";67;68;27;500;2700000;;"€"
1100000;"Villarreal";2222;"Primera Division Women";"SUB";67;68;27;500;2500000;;"€"
775000;"Eibar";2222;"Primera Division Women";"SUB";67;68;30;500;1800000;;"€"
1e+06;"Sevilla";2222;"Primera Division Women";"SUB";67;68;27;500;2300000;;"€"
7e+05;"Levante Las Planas";2222;"Primera Division Women";"SUB";67;67;31;500;1500000;;"€"
2200000;"Real Betis";2222;"Primera Division Women";"SUB";66;86;18;500;7e+06;;"€"
2200000;"Chelsea";2216;"Women's Super League";"RES";66;82;19;500;5900000;;"£"
1900000;"Sevilla";2222;"Primera Division Women";"SUB";66;81;19;500;5400000;;"€"
1900000;"Madrid CFF";2222;"Primera Division Women";"SUB";66;81;17;500;5200000;;"€"
2e+06;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";66;81;19;500;5500000;;"€"
1800000;"Valencia";2222;"Primera Division Women";"SUB";66;81;20;500;5100000;;"€"
2e+06;"Leicester City";2216;"Women's Super League";"LCB";66;80;21;500;5700000;;"£"
2e+06;"West Ham United";2216;"Women's Super League";"SUB";66;80;20;500;5500000;;"£"
2e+06;"Granada";2222;"Primera Division Women";"RDM";66;80;21;500;5700000;;"€"
1900000;"Bayer Leverkusen";2215;"Bundesliga Women";"SUB";66;78;18;500;4400000;;"€"
2e+06;"SL Benfica";10003;"1st Division Women";"SUB";66;78;18;500;4800000;;"€"
1900000;"Werder Bremen";2215;"Bundesliga Women";"RES";66;78;17;500;4600000;;"€"
1800000;"West Ham United";2216;"Women's Super League";"SUB";66;77;23;500;4100000;;"£"
1800000;"Hoffenheim";2215;"Bundesliga Women";"RES";66;77;18;500;4100000;;"€"
1900000;"SL Benfica";10003;"1st Division Women";"RES";66;77;20;500;4600000;;"€"
1900000;"Real Sociedad";2222;"Primera Division Women";"SUB";66;76;22;500;4400000;;"€"
1800000;"Köln";2215;"Bundesliga Women";"SUB";66;76;17;500;4300000;;"€"
1800000;"Granada";2222;"Primera Division Women";"SUB";66;76;21;500;4300000;;"€"
1800000;"SL Benfica";10003;"1st Division Women";"SUB";66;76;19;500;4300000;;"€"
1700000;"Rosengard";814;"Damallsvenskan Women";"SUB";66;76;18;500;4100000;;"€"
1800000;"Bayer Leverkusen";2215;"Bundesliga Women";"SUB";66;75;22;500;4100000;;"€"
1900000;"Slavia Prague";609;"Czech First Division Women";"SUB";66;75;22;500;4600000;;"€"
1900000;"Juventus";603;"Serie A Women";"SUB";66;75;22;500;4400000;;"€"
1800000;"Granada";2222;"Primera Division Women";"RB";66;75;23;500;4300000;;"€"
1900000;"Ajax";610;"Eredivisie Women";"SUB";66;75;21;500;4600000;;"€"
1900000;"Athletic Bilbao";2222;"Primera Division Women";"RES";66;75;22;500;4400000;;"€"
1900000;"Wolfsburg";2215;"Bundesliga Women";"RES";66;74;23;500;4300000;;"€"
1700000;"RB Leipzig";2215;"Bundesliga Women";"RES";66;74;22;500;4100000;;"€"
1600000;"Fleury 91";2218;"Feminine Division 1";"SUB";66;74;19;500;3700000;;"€"
1700000;"Zurich";611;"Nationalliga A Women";"SUB";66;74;18;500;4100000;;"€"
1700000;"Köln";2215;"Bundesliga Women";"SUB";66;73;22;500;4100000;;"€"
1300000;"Villarreal";2222;"Primera Division Women";"ST";66;71;25;500;3e+06;;"€"
1200000;"Chicago Red Stars";2221;"NWSL";"SUB";66;70;23;500;2600000;;"€"
1200000;"Kansas City";2221;"NWSL";"SUB";66;70;23;500;2600000;;"€"
975000;"Dijon";2218;"Feminine Division 1";"SUB";66;69;27;500;2200000;;"€"
850000;"SGS Essen";2215;"Bundesliga Women";"SUB";66;67;27;500;1900000;;"€"
9e+05;"Aston Villa";2216;"Women's Super League";"SUB";66;66;23;500;1900000;;"£"
825000;"Leicester City";2216;"Women's Super League";"SUB";66;66;27;500;1800000;;"£"
875000;"Bristol City";2216;"Women's Super League";"SUB";66;66;28;500;1900000;;"£"
1900000;"Madrid CFF";2222;"Primera Division Women";"CB";65;85;19;500;5900000;;"€"
1900000;"Bristol City";2216;"Women's Super League";"SUB";65;85;18;500;5850000;;"£"
1800000;"Everton";2216;"Women's Super League";"SUB";65;83;18;500;4900000;;"£"
1700000;"Barcelona";2222;"Primera Division Women";"RES";65;82;18;500;4500000;;"€"
1800000;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";65;81;19;500;4900000;;"£"
1700000;"Montpellier";2218;"Feminine Division 1";"SUB";65;80;18;500;4600000;;"€"
1700000;"Real Betis";2222;"Primera Division Women";"ST";65;80;20;500;4800000;;"€"
1600000;"Guingamp";2218;"Feminine Division 1";"SUB";65;80;17;500;4500000;;"€"
1600000;"Bristol City";2216;"Women's Super League";"LB";65;80;19;500;4500000;;"£"
1700000;"Levante Las Planas";2222;"Primera Division Women";"SUB";65;80;19;500;3900000;;"€"
1500000;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";65;79;19;500;4100000;;"€"
1700000;"Chelsea";2216;"Women's Super League";"RES";65;78;19;500;4500000;;"£"
1600000;"West Ham United";2216;"Women's Super League";"SUB";65;78;18;500;4400000;;"£"
1300000;"Stade de Reims";2218;"Feminine Division 1";"SUB";65;76;18;500;3100000;;"€"
1600000;"Everton";2216;"Women's Super League";"SUB";65;76;21;500;3700000;;"£"
1600000;"Huelva";2222;"Primera Division Women";"SUB";65;75;22;500;3800000;;"€"
1400000;"Ajax";610;"Eredivisie Women";"SUB";65;75;18;500;3400000;;"€"
1600000;"Liverpool";2216;"Women's Super League";"SUB";65;74;23;500;3800000;;"£"
1600000;"Bristol City";2216;"Women's Super League";"SUB";65;74;23;500;3800000;;"£"
1600000;"Glasgow City";607;"Scottish Premier League Women";"RM";65;73;20;500;3800000;;"€"
1500000;"Freiburg";2215;"Bundesliga Women";"SUB";65;73;21;500;3500000;;"€"
1400000;"Atletico Madrid";2222;"Primera Division Women";"SUB";65;73;18;500;3200000;;"€"
1200000;"SL Benfica";10003;"1st Division Women";"SUB";65;72;22;500;2900000;;"€"
1100000;"Leicester City";2216;"Women's Super League";"LM";65;71;24;500;2600000;;"£"
1e+06;"San Diego Wave";2221;"NWSL";"RES";65;70;23;500;2200000;;"€"
975000;"Zurich";611;"Nationalliga A Women";"SUB";65;70;23;500;2200000;;"€"
925000;"Houston Dash";2221;"NWSL";"RES";65;69;23;500;2e+06;;"€"
725000;"Aston Villa";2216;"Women's Super League";"SUB";65;65;28;500;1500000;;"£"
7e+05;"Bordeaux";2218;"Feminine Division 1";"SUB";65;65;19;500;1500000;;"€"
775000;"Racing Louisville";2221;"NWSL";"RES";65;65;26;500;1600000;;"€"
1400000;"Aston Villa";2216;"Women's Super League";"SUB";64;82;18;500;3800000;;"£"
1300000;"Manchester City";2216;"Women's Super League";"SUB";64;79;19;500;3500000;;"£"
1400000;"West Ham United";2216;"Women's Super League";"SUB";64;79;18;500;3800000;;"£"
1400000;"Slavia Prague";609;"Czech First Division Women";"SUB";64;79;20;500;4e+06;;"€"
1400000;"Guingamp";2218;"Feminine Division 1";"SUB";64;78;18;500;4e+06;;"€"
1300000;"Bordeaux";2218;"Feminine Division 1";"LCB";64;76;20;500;3100000;;"€"
1300000;"Lille";2218;"Feminine Division 1";"SUB";64;74;19;500;3100000;;"€"
1200000;"Nürnberg";2215;"Bundesliga Women";"SUB";64;74;18;500;2900000;;"€"
1200000;"Granada";2222;"Primera Division Women";"SUB";64;74;22;500;2900000;;"€"
1300000;"Freiburg";2215;"Bundesliga Women";"SUB";64;72;20;500;3e+06;;"€"
1100000;"Ajax";610;"Eredivisie Women";"SUB";64;72;21;500;2600000;;"€"
1200000;"Glasgow City";607;"Scottish Premier League Women";"SUB";64;71;22;500;2900000;;"€"
9e+05;"Zurich";611;"Nationalliga A Women";"RES";64;70;19;500;2200000;;"€"
9e+05;"Nürnberg";2215;"Bundesliga Women";"SUB";64;69;23;500;2e+06;;"€"
850000;"Orlando Pride";2221;"NWSL";"SUB";64;68;23;500;1800000;;"€"
775000;"Chicago Red Stars";2221;"NWSL";"SUB";64;68;21;500;1700000;;"€"
775000;"Houston Dash";2221;"NWSL";"RES";64;68;23;500;1700000;;"€"
725000;"Villarreal";2222;"Primera Division Women";"SUB";64;68;26;500;1600000;;"€"
750000;"Levante Las Planas";2222;"Primera Division Women";"SUB";64;67;26;500;1700000;;"€"
575000;"Eibar";2222;"Primera Division Women";"SUB";64;64;29;500;1300000;;"€"
550000;"Levante Las Planas";2222;"Primera Division Women";"SUB";64;64;30;500;1200000;;"€"
1100000;"Madrid CFF";2222;"Primera Division Women";"SUB";63;81;17;500;3e+06;;"€"
1300000;"Leicester City";2216;"Women's Super League";"SUB";63;80;20;500;3700000;;"£"
1200000;"Levante";2222;"Primera Division Women";"SUB";63;80;19;500;3300000;;"€"
1200000;"Villarreal";2222;"Primera Division Women";"SUB";63;80;19;500;3400000;;"€"
1200000;"Chelsea";2216;"Women's Super League";"RES";63;79;18;500;3200000;;"£"
1100000;"Werder Bremen";2215;"Bundesliga Women";"RES";63;78;21;500;3100000;;"€"
1100000;"Levante";2222;"Primera Division Women";"SUB";63;78;16;500;3e+06;;"€"
1200000;"Bordeaux";2218;"Feminine Division 1";"LCM";63;77;20;500;3400000;;"€"
1200000;"Bristol City";2216;"Women's Super League";"RCM";63;76;20;500;3400000;;"£"
1100000;"Stade de Reims";2218;"Feminine Division 1";"SUB";63;76;19;500;3100000;;"€"
1100000;"Montpellier";2218;"Feminine Division 1";"SUB";63;75;19;500;2500000;;"€"
975000;"Köln";2215;"Bundesliga Women";"SUB";63;75;18;500;2300000;;"€"
1e+06;"Slavia Prague";609;"Czech First Division Women";"SUB";63;73;23;500;2400000;;"€"
1e+06;"Rosengard";814;"Damallsvenskan Women";"RES";63;73;18;500;2400000;;"€"
1100000;"Levante Las Planas";2222;"Primera Division Women";"SUB";63;72;22;500;2600000;;"€"
1100000;"Bristol City";2216;"Women's Super League";"SUB";63;72;22;500;2600000;;"£"
925000;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";63;71;24;500;2100000;;"£"
1100000;"UDG Tenerife";2222;"Primera Division Women";"RES";63;71;22;500;2600000;;"€"
925000;"Zurich";611;"Nationalliga A Women";"RES";63;71;17;500;2200000;;"€"
875000;"Granada";2222;"Primera Division Women";"RES";63;70;25;500;2100000;;"€"
825000;"Lille";2218;"Feminine Division 1";"SUB";63;70;24;500;2e+06;;"€"
675000;"Granada";2222;"Primera Division Women";"RES";63;69;25;500;1600000;;"€"
675000;"Valencia";2222;"Primera Division Women";"SUB";63;67;25;500;1500000;;"€"
475000;"Levante Las Planas";2222;"Primera Division Women";"SUB";63;66;26;500;1100000;;"€"
375000;"Granada";2222;"Primera Division Women";"SUB";63;64;28;500;853000;;"€"
475000;"Levante Las Planas";2222;"Primera Division Women";"SUB";63;63;28;500;1e+06;;"€"
450000;"UDG Tenerife";2222;"Primera Division Women";"SUB";63;63;30;500;990000;;"€"
975000;"Arsenal";2216;"Women's Super League";"RES";62;80;19;500;2600000;;"£"
1e+06;"Valencia";2222;"Primera Division Women";"SUB";62;80;19;500;2800000;;"€"
925000;"Bordeaux";2218;"Feminine Division 1";"SUB";62;79;17;500;2600000;;"€"
1e+06;"Bayer Leverkusen";2215;"Bundesliga Women";"SUB";62;79;20;500;2700000;;"€"
950000;"Juventus";603;"Serie A Women";"RES";62;78;18;500;2600000;;"€"
1e+06;"Liverpool";2216;"Women's Super League";"RES";62;78;18;500;2800000;;"£"
975000;"Real Madrid";2222;"Primera Division Women";"SUB";62;76;21;500;2700000;;"€"
925000;"Ajax";610;"Eredivisie Women";"RES";62;74;17;500;2200000;;"€"
8e+05;"MSV Duisburg";2215;"Bundesliga Women";"SUB";62;74;18;500;1900000;;"€"
775000;"Real Betis";2222;"Primera Division Women";"SUB";62;72;23;500;1900000;;"€"
825000;"Nürnberg";2215;"Bundesliga Women";"SUB";62;72;17;500;2e+06;;"€"
850000;"Granada";2222;"Primera Division Women";"SUB";62;72;22;500;2e+06;;"€"
9e+05;"Valencia";2222;"Primera Division Women";"SUB";62;72;22;500;2200000;;"€"
875000;"Orlando Pride";2221;"NWSL";"RES";62;70;23;500;2e+06;;"€"
9e+05;"Huelva";2222;"Primera Division Women";"SUB";62;70;22;500;2200000;;"€"
475000;"Huelva";2222;"Primera Division Women";"SUB";62;63;27;500;1100000;;"€"
425000;"Villarreal";2222;"Primera Division Women";"SUB";62;62;26;500;935000;;"€"
1e+06;"Manchester United";2216;"Women's Super League";"SUB";61;83;18;500;3100000;;"£"
875000;"Athletic Bilbao";2222;"Primera Division Women";"RES";61;81;19;500;2700000;;"€"
825000;"Levante";2222;"Primera Division Women";"SUB";61;80;17;500;2200000;;"€"
725000;"Manchester United";2216;"Women's Super League";"SUB";61;79;18;500;2e+06;;"£"
775000;"Fleury 91";2218;"Feminine Division 1";"SUB";61;78;17;500;2100000;;"€"
825000;"Bordeaux";2218;"Feminine Division 1";"SUB";61;78;18;500;2300000;;"€"
8e+05;"Manchester United";2216;"Women's Super League";"SUB";61;78;18;500;2200000;;"£"
750000;"Levante Las Planas";2222;"Primera Division Women";"SUB";61;78;20;500;2100000;;"€"
725000;"Levante";2222;"Primera Division Women";"RES";61;76;19;500;2e+06;;"€"
775000;"Slavia Prague";609;"Czech First Division Women";"LM";61;76;20;500;2200000;;"€"
775000;"Stade de Reims";2218;"Feminine Division 1";"SUB";61;76;19;500;2200000;;"€"
8e+05;"Valencia";2222;"Primera Division Women";"SUB";61;75;21;500;2300000;;"€"
675000;"UDG Tenerife";2222;"Primera Division Women";"RES";61;72;23;500;1600000;;"€"
675000;"Bayer Leverkusen";2215;"Bundesliga Women";"SUB";61;72;17;500;1600000;;"€"
750000;"Eibar";2222;"Primera Division Women";"SUB";61;71;22;500;1800000;;"€"
725000;"Real Sociedad";2222;"Primera Division Women";"SUB";61;71;21;500;1700000;;"€"
625000;"Glasgow City";607;"Scottish Premier League Women";"SUB";61;69;24;500;1500000;;"€"
5e+05;"Athletic Bilbao";2222;"Primera Division Women";"RES";61;66;23;500;1100000;;"€"
350000;"Manchester United";2216;"Women's Super League";"SUB";61;65;26;500;761000;;"£"
650000;"Glasgow City";607;"Scottish Premier League Women";"SUB";60;80;19;500;4800000;;"€"
650000;"Valencia";2222;"Primera Division Women";"SUB";60;80;17;500;2100000;;"€"
625000;"Madrid CFF";2222;"Primera Division Women";"SUB";60;80;19;500;1900000;;"€"
575000;"Manchester City";2216;"Women's Super League";"SUB";60;78;19;500;1600000;;"£"
6e+05;"Liverpool";2216;"Women's Super League";"SUB";60;78;19;500;1700000;;"£"
6e+05;"Lille";2218;"Feminine Division 1";"SUB";60;76;17;500;1700000;;"€"
625000;"Montpellier";2218;"Feminine Division 1";"SUB";60;76;17;500;1700000;;"€"
575000;"Eintracht Frankfurt";2215;"Bundesliga Women";"SUB";60;75;18;500;1600000;;"€"
550000;"Paris";2218;"Feminine Division 1";"SUB";60;75;18;500;1500000;;"€"
575000;"Manchester United";2216;"Women's Super League";"RES";60;74;19;500;1600000;;"£"
575000;"Saint-Étienne";2218;"Feminine Division 1";"SUB";60;73;18;500;1600000;;"€"
525000;"Levante Las Planas";2222;"Primera Division Women";"SUB";60;72;22;500;1300000;;"€"
575000;"RB Leipzig";2215;"Bundesliga Women";"SUB";60;72;17;500;1400000;;"€"
550000;"RB Leipzig";2215;"Bundesliga Women";"SUB";60;72;17;500;1300000;;"€"
5e+05;"SGS Essen";2215;"Bundesliga Women";"SUB";60;71;19;500;1200000;;"€"
525000;"Nürnberg";2215;"Bundesliga Women";"SUB";60;71;19;500;1300000;;"€"
